Match,Round,Agent_Names,Source,Action_Type,Action_Description,Player_Finished,Player_Hands,Board_Before,Board_After,Possible_Actions,Current_Roles,Match_Score,Game_Score,Game_Performance_Score
49,7,,Random0,DISCARD,pass,0.0,[ 4.  8. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
49,,,DQN,DECLARE_PIZZA,,,,,,,,,,
49,8,,DQN,DISCARD,C10;Q1;J0,0.0,[ 4.  8.  9. 10. 11. 11. 11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C4;Q1;J0', 'C8;Q1;J0', 'C9;Q1;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'C11;Q3;J0', 'C11;Q4;J0', 'C11;Q5;J0', 'C11;Q6;J0', 'pass']",,,,
49,8,,Random0,DISCARD,C8;Q1;J0,0.0,[ 4. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C4;Q1;J0', 'C8;Q1;J0', 'pass']",,,,
49,8,,Random1,DISCARD,C5;Q1;J0,0.0,[ 7.  8.  8.  9.  9. 10. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C5;Q1;J0', 'C7;Q1;J0', 'pass']",,,,
49,8,,Random2,DISCARD,pass,0.0,[ 7. 10. 10. 10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
49,8,,DQN,DISCARD,C4;Q1;J0,0.0,[ 8.  9. 10. 11. 11. 11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],[5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C4;Q1;J0', 'pass']",,,,
49,8,,Random0,DISCARD,pass,0.0,[ 4. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
49,8,,Random1,DISCARD,pass,0.0,[ 7.  8.  8.  9.  9. 10. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
49,,,DQN,DECLARE_PIZZA,,,,,,,,,,
49,9,,DQN,DISCARD,C10;Q1;J0,0.0,[ 8.  9. 11. 11. 11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C8;Q1;J0', 'C9;Q1;J0', 'C10;Q1;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'C11;Q3;J0', 'C11;Q4;J0', 'C11;Q5;J0', 'C11;Q6;J0', 'pass']",,,,
49,9,,Random0,DISCARD,C4;Q1;J0,0.0,[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C4;Q1;J0', 'pass']",,,,
49,9,,Random1,DISCARD,pass,0.0,[ 7.  8.  8.  9.  9. 10. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
49,9,,Random2,DISCARD,pass,0.0,[ 7. 10. 10. 10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
49,9,,DQN,DISCARD,pass,0.0,[ 8.  9. 11. 11. 11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
49,,,Random0,DECLARE_PIZZA,,,,,,,,,,
49,10,,Random0,DISCARD,C11;Q1;J0,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C11;Q1;J0', 'pass']",,,,
49,10,,Random1,DISCARD,C9;Q1;J0,0.0,[ 7.  8.  8.  9. 10. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C7;Q1;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'C10;Q1;J0', 'pass']",,,,
49,10,,Random2,DISCARD,C7;Q1;J0,0.0,[10. 10. 10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C7;Q1;J0', 'pass']",,,,
49,10,,DQN,DISCARD,pass,0.0,[ 8.  9. 11. 11. 11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
49,10,,Random1,DISCARD,pass,0.0,[ 7.  8.  8.  9. 10. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
49,10,,Random2,DISCARD,pass,0.0,[10. 10. 10. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
49,,,Random2,DECLARE_PIZZA,,,,,,,,,,
49,11,,Random2,DISCARD,C10;Q4;J0,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10. 10. 10. 10.  0.  0.  0.  0.  0.  0.  0.],"['C10;Q1;J0', 'C10;Q2;J0', 'C10;Q3;J0', 'C10;Q4;J0', 'pass']",,,,
49,11,,DQN,DISCARD,pass,0.0,[ 8.  9. 11. 11. 11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10. 10. 10. 10.  0.  0.  0.  0.  0.  0.  0.],[10. 10. 10. 10.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
49,11,,Random1,DISCARD,pass,0.0,[ 7.  8.  8.  9. 10. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10. 10. 10. 10.  0.  0.  0.  0.  0.  0.  0.],[10. 10. 10. 10.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
49,,,Random2,DECLARE_PIZZA,,,,,,,,,,
49,12,,DQN,DISCARD,C8;Q1;J0,0.0,[ 9. 11. 11. 11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C8;Q1;J0', 'C9;Q1;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'C11;Q3;J0', 'C11;Q4;J0', 'C11;Q5;J0', 'C11;Q6;J0', 'pass']",,,,
49,12,,Random1,DISCARD,C7;Q1;J0,0.0,[ 8.  8.  9. 10. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C7;Q1;J0', 'pass']",,,,
49,12,,DQN,DISCARD,pass,0.0,[ 9. 11. 11. 11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
49,,,Random1,DECLARE_PIZZA,,,,,,,,,,
49,13,,Random1,DISCARD,C11;Q3;J0,0.0,[ 8.  8.  9. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],"['C8;Q1;J0', 'C8;Q2;J0', 'C9;Q1;J0', 'C10;Q1;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'C11;Q3;J0', 'pass']",,,,
49,13,,DQN,DISCARD,pass,0.0,[ 9. 11. 11. 11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],[11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
49,,,Random1,DECLARE_PIZZA,,,,,,,,,,
49,14,,Random1,DISCARD,C10;Q1;J0,0.0,[8. 8. 9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C8;Q1;J0', 'C8;Q2;J0', 'C9;Q1;J0', 'C10;Q1;J0', 'pass']",,,,
49,14,,DQN,DISCARD,C9;Q1;J0,0.0,[11. 11. 11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C9;Q1;J0', 'pass']",,,,
49,14,,Random1,DISCARD,C8;Q1;J0,0.0,[8. 9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C8;Q1;J0', 'C8;Q2;J0', 'pass']",,,,
49,14,,DQN,DISCARD,pass,0.0,[11. 11. 11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
49,,,Random1,DECLARE_PIZZA,,,,,,,,,,
49,15,,Random1,DISCARD,C8;Q1;J0,0.0,[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C8;Q1;J0', 'C9;Q1;J0', 'pass']",,,,
49,15,,DQN,DISCARD,pass,0.0,[11. 11. 11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
49,,,Random1,DECLARE_PIZZA,,,,,,,,,,
49,16,,Random1,DISCARD,C9;Q1;J0,1.0,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C9;Q1;J0', 'pass']",,,,
49,16,,DQN,DISCARD,pass,0.0,[11. 11. 11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
49,,,Random1,DECLARE_PIZZA,,,,,,,,,,
49,16,,SYSTEM,END_MATCH,,,,,,,"{'Random0': 'souschef', 'Random1': 'dishwasher', 'Random2': 'waiter', 'DQN': 'chef'}","{'Random0': 3, 'Random2': 2, 'Random1': 1, 'DQN': 0}","{'Random0': 148, 'Random1': 157, 'Random2': 130, 'DQN': 165}",
49,0,,SYSTEM,DEAL_CARDS,,,"[[1, 2, 4, 4, 5, 7, 7, 8, 8, 9, 9, 9, 9, 9, 10, 11, 12], [2, 6, 7, 7, 8, 8, 8, 8, 9, 9, 10, 10, 10, 10, 10, 11, 12], [3, 3, 4, 5, 5, 5, 5, 6, 6, 7, 7, 9, 10, 11, 11, 11, 11], [3, 4, 6, 6, 6, 7, 8, 8, 9, 10, 10, 10, 11, 11, 11, 11, 11]]",,,,,,,
49,0,,SYSTEM,CARD_EXCHANGE,"['', '', [3, 4], 2, [11], [11, 12]]",,"[[1, 2, 3, 4, 4, 4, 5, 7, 7, 8, 8, 9, 9, 9, 9, 9, 10], [6, 7, 7, 8, 8, 8, 8, 9, 9, 10, 10, 10, 10, 10, 11, 11, 12], [2, 3, 3, 4, 5, 5, 5, 5, 6, 6, 7, 7, 9, 10, 11, 11, 11], [6, 6, 6, 7, 8, 8, 9, 10, 10, 10, 11, 11, 11, 11, 11, 11, 12]]",,,,,,,
50,0,,SYSTEM,NEW_MATCH,,,,,,,"{'Random0': 'chef', 'Random1': 'waiter', 'Random2': 'souschef', 'DQN': 'dishwasher'}",,"{'Random0': 72, 'Random1': 79, 'Random2': 62, 'DQN': 81}",
50,1,,Random1,DISCARD,C11;Q1;J0,0.0,[ 6.  7.  7.  8.  8.  8.  8.  9.  9. 10. 10. 10. 10. 10. 11. 12.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C11;Q1;J0', 'C11;Q1;J1', 'C11;Q2;J0', 'C11;Q2;J1']",,,,
50,1,,Random2,DISCARD,C3;Q2;J0,0.0,[ 2.  4.  5.  5.  5.  5.  6.  6.  7.  7.  9. 10. 11. 11. 11.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C2;Q1;J0', 'C3;Q1;J0', 'C3;Q2;J0', 'C4;Q1;J0', 'C5;Q1;J0', 'C5;Q2;J0', 'C5;Q3;J0', 'C5;Q4;J0', 'C6;Q1;J0', 'C6;Q2;J0', 'C7;Q1;J0', 'C7;Q2;J0', 'C9;Q1;J0', 'C10;Q1;J0', 'pass']",,,,
50,1,,DQN,DISCARD,pass,0.0,[ 6.  6.  6.  7.  8.  8.  9. 10. 10. 10. 11. 11. 11. 11. 11. 11. 12.],[3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
50,1,,Random0,DISCARD,pass,0.0,[ 1.  2.  3.  4.  4.  4.  5.  7.  7.  8.  8.  9.  9.  9.  9.  9. 10.],[3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
50,1,,Random1,DISCARD,pass,0.0,[ 6.  7.  7.  8.  8.  8.  8.  9.  9. 10. 10. 10. 10. 10. 11. 12.  0.],[3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
50,,,Random2,DECLARE_PIZZA,,,,,,,,,,
50,2,,Random2,DISCARD,C6;Q2;J0,0.0,[ 2.  4.  5.  5.  5.  5.  7.  7.  9. 10. 11. 11. 11.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C2;Q1;J0', 'C4;Q1;J0', 'C5;Q1;J0', 'C5;Q2;J0', 'C5;Q3;J0', 'C5;Q4;J0', 'C6;Q1;J0', 'C6;Q2;J0', 'C7;Q1;J0', 'C7;Q2;J0', 'C9;Q1;J0', 'C10;Q1;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'C11;Q3;J0', 'pass']",,,,
50,2,,DQN,DISCARD,pass,0.0,[ 6.  6.  6.  7.  8.  8.  9. 10. 10. 10. 11. 11. 11. 11. 11. 11. 12.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
50,2,,Random0,DISCARD,C4;Q3;J0,0.0,[ 1.  2.  3.  5.  7.  7.  8.  8.  9.  9.  9.  9.  9. 10.  0.  0.  0.],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 4. 0. 0. 0. 0. 0. 0. 0. 0.],"['C4;Q2;J0', 'C4;Q3;J0', 'pass']",,,,
50,2,,Random1,DISCARD,pass,0.0,[ 6.  7.  7.  8.  8.  8.  8.  9.  9. 10. 10. 10. 10. 10. 11. 12.  0.],[4. 4. 4. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 4. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
50,2,,Random2,DISCARD,pass,0.0,[ 2.  4.  5.  5.  5.  5.  7.  7.  9. 10. 11. 11. 11.  0.  0.  0.  0.],[4. 4. 4. 0. 0. 0. 0. 0. 0. 0. 0.],[4. 4. 4. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
50,,,Random0,DECLARE_PIZZA,,,,,,,,,,
50,3,,Random0,DISCARD,C7;Q2;J0,0.0,[ 1.  2.  3.  5.  8.  8.  9.  9.  9.  9.  9. 10.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[7. 7. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C1;Q1;J0', 'C2;Q1;J0', 'C3;Q1;J0', 'C5;Q1;J0', 'C7;Q1;J0', 'C7;Q2;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'C9;Q3;J0', 'C9;Q4;J0', 'C9;Q5;J0', 'C10;Q1;J0', 'pass']",,,,
50,3,,Random1,DISCARD,pass,0.0,[ 6.  7.  7.  8.  8.  8.  8.  9.  9. 10. 10. 10. 10. 10. 11. 12.  0.],[7. 7. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[7. 7. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
50,3,,Random2,DISCARD,C5;Q3;J0,0.0,[ 2.  4.  5.  7.  7.  9. 10. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.],[7. 7. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 5. 5. 0. 0. 0. 0. 0. 0. 0. 0.],"['C5;Q2;J0', 'C5;Q3;J0', 'C5;Q4;J0', 'pass']",,,,
50,3,,DQN,DISCARD,pass,0.0,[ 6.  6.  6.  7.  8.  8.  9. 10. 10. 10. 11. 11. 11. 11. 11. 11. 12.],[5. 5. 5. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 5. 5. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
50,3,,Random0,DISCARD,pass,0.0,[ 1.  2.  3.  5.  8.  8.  9.  9.  9.  9.  9. 10.  0.  0.  0.  0.  0.],[5. 5. 5. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 5. 5. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
50,,,Random2,DECLARE_PIZZA,,,,,,,,,,
50,4,,Random2,DISCARD,C11;Q1;J0,0.0,[ 2.  4.  5.  7.  7.  9. 10. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],"['C2;Q1;J0', 'C4;Q1;J0', 'C5;Q1;J0', 'C7;Q1;J0', 'C7;Q2;J0', 'C9;Q1;J0', 'C10;Q1;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'C11;Q3;J0', 'pass']",,,,
50,4,,DQN,DISCARD,C8;Q2;J0,0.0,[ 6.  6.  6.  7.  9. 10. 10. 10. 11. 11. 11. 11. 11. 11. 12.  0.  0.],[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 8. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C6;Q1;J0', 'C6;Q1;J1', 'C6;Q2;J0', 'C6;Q2;J1', 'C6;Q3;J0', 'C6;Q3;J1', 'C7;Q1;J0', 'C7;Q1;J1', 'C8;Q1;J0', 'C8;Q1;J1', 'C8;Q2;J0', 'C8;Q2;J1', 'C9;Q1;J0', 'C9;Q1;J1', 'C10;Q1;J0', 'C10;Q1;J1', 'C10;Q2;J0', 'C10;Q2;J1', 'C10;Q3;J0', 'C10;Q3;J1', 'pass']",,,,
50,4,,Random0,DISCARD,pass,0.0,[ 1.  2.  3.  5.  8.  8.  9.  9.  9.  9.  9. 10.  0.  0.  0.  0.  0.],[8. 8. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[8. 8. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
50,4,,Random1,DISCARD,C7;Q2;J1,0.0,[ 6.  8.  8.  8.  8.  9.  9. 10. 10. 10. 10. 10. 11.  0.  0.  0.  0.],[8. 8. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[ 7.  7. 12.  0.  0.  0.  0.  0.  0.  0.  0.],"['C7;Q2;J0', 'C7;Q2;J1', 'pass']",,,,
50,4,,Random2,DISCARD,pass,0.0,[ 2.  4.  5.  7.  7.  9. 10. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],[ 7.  7. 12.  0.  0.  0.  0.  0.  0.  0.  0.],[ 7.  7. 12.  0.  0.  0.  0.  0.  0.  0.  0.],['pass'],,,,
50,4,,DQN,DISCARD,C6;Q3;J0,0.0,[ 7.  9. 10. 10. 10. 11. 11. 11. 11. 11. 11. 12.  0.  0.  0.  0.  0.],[ 7.  7. 12.  0.  0.  0.  0.  0.  0.  0.  0.],[6. 6. 6. 0. 0. 0. 0. 0. 0. 0. 0.],"['C6;Q3;J0', 'C6;Q3;J1', 'pass']",,,,
50,4,,Random1,DISCARD,pass,0.0,[ 6.  8.  8.  8.  8.  9.  9. 10. 10. 10. 10. 10. 11.  0.  0.  0.  0.],[6. 6. 6. 0. 0. 0. 0. 0. 0. 0. 0.],[6. 6. 6. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
50,,,DQN,DECLARE_PIZZA,,,,,,,,,,
50,5,,DQN,DISCARD,C11;Q2;J1,0.0,[ 7.  9. 10. 10. 10. 11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11. 11. 12.  0.  0.  0.  0.  0.  0.  0.  0.],"['C7;Q1;J0', 'C7;Q1;J1', 'C9;Q1;J0', 'C9;Q1;J1', 'C10;Q1;J0', 'C10;Q1;J1', 'C10;Q2;J0', 'C10;Q2;J1', 'C10;Q3;J0', 'C10;Q3;J1', 'C11;Q1;J0', 'C11;Q1;J1', 'C11;Q2;J0', 'C11;Q2;J1', 'C11;Q3;J0', 'C11;Q3;J1', 'C11;Q4;J0', 'C11;Q4;J1', 'C11;Q5;J0', 'C11;Q5;J1', 'C11;Q6;J0', 'C11;Q6;J1', 'C0;Q0;J1', 'pass']",,,,
50,5,,Random0,DISCARD,C9;Q4;J0,0.0,[ 1.  2.  3.  5.  8.  8.  9. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[11. 11. 12.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 9. 9. 9. 0. 0. 0. 0. 0. 0. 0.],"['C9;Q3;J0', 'C9;Q4;J0', 'C9;Q5;J0', 'pass']",,,,
50,5,,Random1,DISCARD,C8;Q4;J0,0.0,[ 6.  9.  9. 10. 10. 10. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 9. 9. 9. 0. 0. 0. 0. 0. 0. 0.],[8. 8. 8. 8. 0. 0. 0. 0. 0. 0. 0.],"['C8;Q4;J0', 'pass']",,,,
50,5,,Random2,DISCARD,pass,0.0,[ 2.  4.  5.  7.  7.  9. 10. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 8. 8. 8. 0. 0. 0. 0. 0. 0. 0.],[8. 8. 8. 8. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
50,5,,DQN,DISCARD,pass,0.0,[ 7.  9. 10. 10. 10. 11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 8. 8. 8. 0. 0. 0. 0. 0. 0. 0.],[8. 8. 8. 8. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
50,5,,Random0,DISCARD,pass,0.0,[ 1.  2.  3.  5.  8.  8.  9. 10.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[8. 8. 8. 8. 0. 0. 0. 0. 0. 0. 0.],[8. 8. 8. 8. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
50,,,Random1,DECLARE_PIZZA,,,,,,,,,,
50,6,,Random1,DISCARD,C9;Q1;J0,0.0,[ 6.  9. 10. 10. 10. 10. 10. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C6;Q1;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C10;Q3;J0', 'C10;Q4;J0', 'C10;Q5;J0', 'C11;Q1;J0', 'pass']",,,,
50,6,,Random2,DISCARD,C5;Q1;J0,0.0,[ 2.  4.  7.  7.  9. 10. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.  0.],[9. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"['C2;Q1;J0', 'C4;Q1;J0', 'C5;Q1;J0', 'C7;Q1;J0', 'C7;Q2;J0', 'pass']",,,,
50,6,,DQN,DISCARD,pass,0.0,[ 7.  9. 10. 10. 10. 11. 11. 11. 11.  0.  0.  0.  0.  0.  0.  0.  0.],[5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],['pass'],,,,
